Region,Month of Period End,Median Sale Price,Median Sale Price MoM,Median Sale Price YoY,Homes Sold,Homes Sold MoM,Homes Sold YoY,New Listings,New Listings MoM,New Listings YoY,Inventory,Inventory MoM,Inventory YoY,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM,Average Sale To List YoY
30022,2/1/2012,"$215,000",-7.90%,-12.20%,174,-1.10%,9.40%,246,12.30%,-14.60%,403,0.00%,-23.80%,80,-19,-49,94.40%,0.20%,-0.10%
30022,3/1/2012,"$212,000",-1.30%,-12.60%,177,1.70%,14.20%,318,29.30%,-15.60%,425,5.50%,-24.20%,94,14,-39,94.80%,0.30%,-0.30%
30022,4/1/2012,"$230,000",8.40%,4.50%,208,17.50%,16.20%,360,13.20%,-7.70%,448,5.40%,-23.40%,86,-9,-43,96.10%,1.40%,1.30%
30022,5/1/2012,"$233,000",1.30%,5.90%,231,11.10%,12.10%,401,11.40%,-6.70%,466,4.00%,-19.90%,77,-9,-33,96.30%,0.20%,1.30%
30022,6/1/2012,"$239,000",2.60%,2.10%,276,19.50%,7.00%,396,-1.20%,-2.50%,454,-2.60%,-22.10%,62,-15,-21,96.10%,-0.20%,0.90%
30022,7/1/2012,"$248,000",3.80%,-9.20%,312,13.00%,16.00%,353,-10.90%,-5.60%,393,-13.40%,-30.90%,70,8,-13,95.90%,-0.20%,0.60%
30022,8/1/2012,"$276,000",11.40%,-1.20%,352,12.80%,27.50%,321,-9.10%,1.90%,374,-4.80%,-27.40%,76,6,-8,96.10%,0.20%,0.70%
30022,9/1/2012,"$250,000",-9.50%,-9.40%,327,-7.10%,44.10%,292,-9.00%,4.30%,357,-4.50%,-28.30%,74,-2,-21,96.50%,0.40%,1.60%
30022,10/1/2012,"$248,000",-0.80%,-6.20%,279,-14.70%,33.50%,279,-4.50%,0.00%,342,-4.20%,-33.80%,68,-6,-38,96.70%,0.20%,2.10%
30022,11/1/2012,"$224,000",-9.60%,-17.90%,238,-14.70%,28.00%,233,-16.50%,-14.00%,313,-8.50%,-34.40%,69,1,-47,96.40%,-0.30%,2.30%
30022,12/1/2012,"$258,000",14.90%,0.10%,216,-9.20%,15.50%,178,-23.60%,-24.90%,280,-10.50%,-34.60%,78,9,-36,96.10%,-0.30%,1.80%
30022,1/1/2013,"$262,000",1.60%,12.20%,199,-7.90%,13.10%,173,-2.80%,-21.00%,257,-8.20%,-36.20%,80,3,-19,95.70%,-0.40%,1.50%
30022,2/1/2013,"$254,000",-3.10%,18.10%,186,-6.50%,6.90%,234,35.30%,-4.90%,273,6.20%,-32.30%,83,3,3,96.30%,0.70%,1.90%
30022,3/1/2013,"$245,000",-3.50%,15.50%,210,12.90%,18.60%,328,40.20%,3.10%,299,9.50%,-29.60%,77,-6,-17,96.80%,0.40%,2.00%
30022,4/1/2013,"$250,000",2.00%,8.70%,269,28.10%,29.30%,398,21.30%,10.60%,300,0.30%,-33.00%,53,-24,-33,98.20%,1.50%,2.10%
30022,5/1/2013,"$265,000",6.00%,13.70%,323,20.10%,39.80%,438,10.10%,9.20%,322,7.30%,-30.90%,38,-15,-39,98.80%,0.50%,2.50%
30022,6/1/2013,"$273,000",2.80%,14.00%,358,10.80%,29.70%,450,2.70%,13.60%,318,-1.20%,-30.00%,32,-7,-31,98.60%,-0.20%,2.50%
30022,7/1/2013,"$276,000",1.30%,11.30%,398,11.20%,27.60%,438,-2.70%,24.10%,309,-2.80%,-21.40%,32,1,-38,97.80%,-0.70%,1.90%
30022,8/1/2013,"$278,000",0.70%,0.60%,384,-3.50%,9.10%,390,-11.00%,21.50%,294,-4.90%,-21.40%,34,2,-43,97.20%,-0.70%,1.10%
30022,9/1/2013,"$285,000",2.50%,14.00%,357,-7.00%,9.20%,347,-11.00%,18.80%,306,4.10%,-14.30%,32,-2,-42,97.20%,0.00%,0.70%
30022,10/1/2013,"$282,000",-1.20%,13.50%,290,-18.80%,3.90%,329,-5.20%,17.90%,315,2.90%,-7.90%,34,2,-35,97.00%,-0.20%,0.40%
30022,11/1/2013,"$270,000",-4.20%,20.30%,256,-11.70%,7.60%,282,-14.30%,21.00%,277,-12.10%,-11.50%,38,5,-31,97.00%,0.00%,0.70%
30022,12/1/2013,"$282,000",4.50%,9.40%,246,-3.90%,13.90%,231,-18.10%,29.80%,228,-17.70%,-18.60%,52,14,-26,96.60%,-0.40%,0.50%
30022,1/1/2014,"$295,000",4.60%,12.60%,214,-13.00%,7.50%,200,-13.40%,15.60%,238,4.40%,-7.40%,67,15,-14,96.30%,-0.30%,0.60%
30022,2/1/2014,"$320,000",8.40%,25.90%,198,-7.50%,6.50%,239,19.50%,2.10%,261,9.70%,-4.40%,74,8,-9,96.40%,0.10%,0.10%
30022,3/1/2014,"$295,000",-7.70%,20.40%,194,-2.00%,-7.60%,354,48.10%,7.90%,295,13.00%,-1.30%,53,-22,-25,96.90%,0.40%,0.10%
30022,4/1/2014,"$310,000",5.10%,24.00%,249,28.40%,-7.40%,481,35.90%,20.90%,335,13.60%,11.70%,24,-29,-29,97.40%,0.50%,-0.90%
30022,5/1/2014,"$315,000",1.60%,18.90%,338,35.70%,4.60%,557,15.80%,27.20%,355,6.00%,10.20%,22,-2,-16,97.70%,0.30%,-1.10%
30022,6/1/2014,"$318,000",0.80%,16.50%,400,18.30%,11.70%,575,3.20%,27.80%,381,7.30%,19.80%,24,2,-8,97.60%,-0.10%,-1.00%
30022,7/1/2014,"$311,000",-2.00%,12.60%,447,11.80%,12.30%,522,-9.20%,19.20%,380,-0.30%,23.00%,25,1,-7,97.60%,0.00%,-0.20%
30022,8/1/2014,"$295,000",-5.10%,6.10%,427,-4.50%,11.20%,453,-13.20%,16.20%,359,-5.50%,22.10%,26,1,-8,97.30%,-0.20%,0.20%
30022,9/1/2014,"$300,000",1.70%,5.30%,397,-7.00%,11.20%,375,-17.20%,8.10%,339,-5.60%,10.80%,28,2,-4,97.30%,0.00%,0.10%
30022,10/1/2014,"$277,000",-7.70%,-1.60%,335,-15.60%,15.50%,329,-12.30%,0.00%,340,0.30%,7.90%,33,5,-1,97.00%,-0.30%,0.00%
30022,11/1/2014,"$265,000",-4.30%,-1.70%,281,-16.10%,9.80%,276,-16.10%,-2.10%,328,-3.50%,18.40%,41,8,3,97.10%,0.10%,0.00%
30022,12/1/2014,"$250,000",-5.70%,-11.30%,262,-6.80%,6.50%,236,-14.50%,2.20%,330,0.60%,44.70%,44,4,-8,97.00%,-0.10%,0.30%
30022,1/1/2015,"$268,000",7.20%,-9.10%,208,-20.60%,-2.80%,231,-2.10%,15.50%,332,0.60%,39.50%,53,9,-14,97.10%,0.10%,0.70%
30022,2/1/2015,"$265,000",-1.10%,-17.10%,216,3.80%,9.10%,291,26.00%,21.80%,322,-3.00%,23.40%,57,4,-17,96.70%,-0.40%,0.20%
30022,3/1/2015,"$280,000",5.70%,-5.10%,237,9.70%,22.20%,386,32.60%,9.00%,350,8.70%,18.60%,56,-1,4,96.90%,0.20%,0.00%
30022,4/1/2015,"$300,000",6.90%,-3.40%,311,31.20%,24.90%,452,17.10%,-6.00%,365,4.30%,9.00%,48,-8,24,97.20%,0.30%,-0.20%
30022,5/1/2015,"$324,000",8.20%,2.90%,348,11.90%,3.00%,503,11.30%,-9.70%,392,7.40%,10.40%,37,-11,15,97.70%,0.50%,0.00%
30022,6/1/2015,"$339,000",4.60%,6.80%,403,15.80%,0.80%,539,7.20%,-6.30%,418,6.60%,9.70%,34,-3,10,97.80%,0.20%,0.20%
30022,7/1/2015,"$344,000",1.50%,10.60%,436,8.20%,-2.50%,521,-3.30%,-0.20%,415,-0.70%,9.20%,35,1,10,97.70%,-0.10%,0.10%
30022,8/1/2015,"$317,000",-7.80%,7.50%,443,1.60%,3.70%,471,-9.60%,4.00%,408,-1.70%,13.60%,36,1,10,97.50%,-0.20%,0.20%
30022,9/1/2015,"$306,000",-3.30%,2.10%,383,-13.50%,-3.50%,374,-20.60%,-0.30%,371,-9.10%,9.40%,41,5,13,97.20%,-0.30%,-0.10%
30022,10/1/2015,"$300,000",-2.10%,8.30%,326,-14.90%,-2.70%,312,-16.60%,-5.20%,330,-11.10%,-2.90%,42,2,9,97.10%,-0.10%,0.10%
30022,11/1/2015,"$305,000",1.50%,14.90%,298,-8.60%,6.00%,255,-18.30%,-7.60%,277,-16.10%,-15.50%,51,9,10,97.20%,0.00%,0.10%
30022,12/1/2015,"$310,000",1.60%,23.80%,294,-1.30%,12.20%,213,-16.50%,-9.70%,235,-15.20%,-28.80%,61,10,17,97.30%,0.20%,0.40%
30022,1/1/2016,"$305,000",-1.60%,13.60%,256,-12.90%,23.10%,212,-0.50%,-8.20%,244,3.80%,-26.50%,66,5,13,97.30%,0.00%,0.30%
30022,2/1/2016,"$328,000",7.80%,23.90%,219,-14.50%,1.40%,256,20.80%,-12.00%,257,5.30%,-20.20%,71,5,14,97.20%,-0.10%,0.50%
30022,3/1/2016,"$329,000",0.20%,17.50%,223,1.80%,-5.90%,395,54.30%,2.30%,311,21.00%,-11.10%,56,-15,-1,97.50%,0.30%,0.70%
30022,4/1/2016,"$345,000",4.90%,15.20%,290,30.00%,-6.80%,482,22.00%,6.60%,352,13.20%,-3.60%,44,-12,-4,97.70%,0.10%,0.50%
30022,5/1/2016,"$345,000",-0.10%,6.30%,358,23.40%,2.90%,563,16.80%,11.90%,402,14.20%,2.60%,36,-8,-1,97.90%,0.30%,0.30%
30022,6/1/2016,"$348,000",1.00%,2.70%,372,3.90%,-7.70%,530,-5.90%,-1.70%,411,2.20%,-1.70%,28,-8,-6,98.00%,0.10%,0.20%
30022,7/1/2016,"$344,000",-1.10%,0.10%,396,6.50%,-9.20%,474,-10.60%,-9.00%,391,-4.90%,-5.80%,33,5,-2,98.30%,0.30%,0.60%
30022,8/1/2016,"$348,000",1.10%,9.90%,391,-1.30%,-11.70%,386,-18.60%,-18.00%,359,-8.20%,-12.00%,35,2,-2,98.20%,-0.10%,0.70%
30022,9/1/2016,"$325,000",-6.70%,6.10%,371,-5.10%,-3.10%,336,-13.00%,-10.20%,346,-3.60%,-6.70%,40,6,-1,98.30%,0.10%,1.10%
30022,10/1/2016,"$333,000",2.30%,10.90%,312,-15.90%,-4.30%,319,-5.10%,2.20%,337,-2.60%,2.10%,42,2,0,98.00%,-0.40%,0.80%
30022,11/1/2016,"$332,000",-0.10%,9.10%,283,-9.30%,-5.00%,310,-2.80%,21.60%,307,-8.90%,10.80%,46,4,-5,97.60%,-0.40%,0.40%
30022,12/1/2016,"$339,000",2.20%,9.60%,276,-2.50%,-6.10%,245,-21.00%,15.00%,255,-16.90%,8.50%,48,2,-13,97.20%,-0.40%,-0.20%
30022,1/1/2017,"$340,000",0.20%,11.70%,259,-6.20%,1.20%,233,-4.90%,9.90%,259,1.60%,6.10%,46,-2,-20,97.30%,0.10%,0.00%
30022,2/1/2017,"$340,000",0.00%,3.60%,233,-10.00%,6.40%,274,17.60%,7.00%,277,6.90%,7.80%,49,3,-22,97.50%,0.20%,0.30%
30022,3/1/2017,"$348,000",2.30%,5.70%,245,5.20%,9.90%,426,55.50%,7.80%,324,17.00%,4.20%,53,4,-3,97.80%,0.20%,0.20%
30022,4/1/2017,"$356,000",2.20%,3.00%,290,18.40%,0.00%,478,12.20%,-0.80%,316,-2.50%,-10.20%,47,-6,3,98.00%,0.30%,0.40%
30022,5/1/2017,"$361,000",1.50%,4.80%,350,20.70%,-2.20%,492,2.90%,-12.60%,322,1.90%,-19.90%,35,-12,-1,98.00%,0.00%,0.00%
30022,6/1/2017,"$364,000",0.70%,4.40%,388,10.90%,4.30%,450,-8.50%,-15.10%,349,8.40%,-15.10%,27,-8,-1,98.10%,0.10%,0.10%
30022,7/1/2017,"$375,000",3.20%,8.90%,402,3.60%,1.50%,417,-7.30%,-12.00%,327,-6.30%,-16.40%,29,2,-4,98.10%,0.00%,-0.20%
30022,8/1/2017,"$360,000",-4.00%,3.40%,389,-3.20%,-0.50%,368,-11.80%,-4.70%,314,-4.00%,-12.50%,35,6,1,98.20%,0.10%,-0.10%
30022,9/1/2017,"$348,000",-3.30%,7.20%,324,-16.70%,-12.70%,285,-22.60%,-15.20%,277,-11.80%,-19.90%,39,4,-1,98.10%,0.00%,-0.20%
30022,10/1/2017,"$325,000",-6.70%,-2.30%,279,-13.90%,-10.60%,259,-9.10%,-18.80%,246,-11.20%,-27.00%,43,4,1,97.90%,-0.20%,0.00%
30022,11/1/2017,"$330,000",1.60%,-0.60%,235,-15.80%,-17.00%,219,-15.40%,-29.40%,219,-11.00%,-28.70%,43,0,-3,97.80%,-0.10%,0.20%
30022,12/1/2017,"$350,000",6.10%,3.20%,221,-6.00%,-19.90%,183,-16.40%,-25.30%,193,-11.90%,-24.30%,37,-6,-11,97.70%,-0.10%,0.50%
30022,1/1/2018,"$371,000",6.00%,9.10%,180,-18.60%,-30.50%,173,-5.50%,-25.80%,178,-7.80%,-31.30%,38,1,-9,97.80%,0.10%,0.50%
30022,2/1/2018,"$376,000",1.40%,10.60%,178,-1.10%,-23.60%,230,32.90%,-16.10%,169,-5.10%,-39.00%,39,2,-10,98.00%,0.20%,0.50%
30022,3/1/2018,"$375,000",-0.30%,7.80%,221,24.20%,-9.80%,354,53.90%,-16.90%,207,22.50%,-36.10%,31,-9,-23,98.50%,0.50%,0.70%
30022,4/1/2018,"$386,000",2.90%,8.60%,297,34.40%,2.40%,447,26.30%,-6.50%,246,18.80%,-22.20%,20,-11,-27,98.50%,0.00%,0.50%
30022,5/1/2018,"$392,000",1.40%,8.40%,338,13.80%,-3.40%,496,11.00%,0.80%,282,14.60%,-12.40%,18,-2,-17,98.80%,0.20%,0.80%
30022,6/1/2018,"$403,000",3.00%,10.90%,356,5.30%,-8.20%,475,-4.20%,5.60%,309,9.60%,-11.50%,16,-2,-11,98.70%,-0.10%,0.60%
30022,7/1/2018,"$415,000",2.90%,10.70%,364,2.20%,-9.50%,428,-9.90%,2.60%,301,-2.60%,-8.00%,18,2,-11,98.60%,-0.10%,0.50%
30022,8/1/2018,"$415,000",0.00%,15.30%,356,-2.20%,-8.50%,385,-10.00%,4.60%,316,5.00%,0.60%,21,3,-14,98.20%,-0.50%,0.00%
30022,9/1/2018,"$402,000",-3.30%,15.30%,296,-16.90%,-8.60%,317,-17.70%,11.20%,279,-11.70%,0.70%,28,7,-11,98.00%,-0.20%,-0.10%
30022,10/1/2018,"$359,000",-10.60%,10.50%,265,-10.50%,-5.00%,283,-10.70%,9.30%,280,0.40%,13.80%,36,8,-7,97.70%,-0.30%,-0.20%
30022,11/1/2018,"$345,000",-4.00%,4.40%,220,-17.00%,-6.40%,238,-15.90%,8.70%,258,-7.90%,17.80%,45,9,3,97.50%,-0.20%,-0.30%
30022,12/1/2018,"$349,000",1.30%,-0.30%,217,-1.40%,-1.80%,208,-12.60%,13.70%,232,-10.10%,20.20%,46,1,10,97.30%,-0.20%,-0.40%
30022,1/1/2019,"$359,000",2.90%,-3.20%,186,-14.30%,3.30%,212,1.90%,22.50%,232,0.00%,30.30%,53,7,15,97.10%,-0.20%,-0.70%
30022,2/1/2019,"$359,000",-0.10%,-4.60%,192,3.20%,7.90%,260,22.60%,13.00%,262,12.90%,55.00%,48,-5,9,97.50%,0.40%,-0.50%
30022,3/1/2019,"$370,000",3.10%,-1.30%,207,7.80%,-6.30%,364,40.00%,2.80%,302,15.30%,45.90%,48,1,18,97.60%,0.10%,-0.80%
30022,4/1/2019,"$368,000",-0.50%,-4.70%,234,13.00%,-21.20%,438,20.30%,-2.00%,329,8.90%,33.70%,36,-13,16,97.90%,0.30%,-0.60%
30022,5/1/2019,"$380,000",3.30%,-2.90%,303,29.50%,-10.40%,498,13.70%,0.40%,380,15.50%,34.80%,25,-11,7,97.80%,-0.10%,-0.90%
30022,6/1/2019,"$407,000",7.00%,0.80%,334,10.20%,-6.20%,493,-1.00%,3.80%,384,1.10%,24.30%,24,-1,8,97.70%,-0.10%,-1.00%
30022,7/1/2019,"$411,000",1.00%,-1.10%,378,13.20%,3.80%,471,-4.50%,10.00%,359,-6.50%,19.30%,25,1,7,97.50%,-0.20%,-1.10%
30022,8/1/2019,"$412,000",0.20%,-0.80%,378,0.00%,6.20%,390,-17.20%,1.30%,321,-10.60%,1.60%,29,4,8,97.80%,0.30%,-0.40%
30022,9/1/2019,"$393,000",-4.50%,-2.10%,363,-4.00%,22.60%,335,-14.10%,5.70%,311,-3.10%,11.50%,33,4,5,97.80%,0.00%,-0.20%
30022,10/1/2019,"$368,000",-6.40%,2.50%,309,-14.90%,16.60%,297,-11.30%,4.90%,309,-0.60%,10.40%,36,3,0,97.90%,0.10%,0.20%
30022,11/1/2019,"$380,000",3.20%,10.30%,257,-16.80%,16.80%,265,-10.80%,11.30%,278,-10.00%,7.80%,41,5,-4,97.60%,-0.30%,0.10%
30022,12/1/2019,"$380,000",0.00%,8.90%,241,-6.20%,11.10%,219,-17.40%,5.30%,222,-20.10%,-4.30%,45,4,-1,97.80%,0.20%,0.60%
30022,1/1/2020,"$397,000",4.30%,10.40%,224,-7.10%,20.40%,195,-11.00%,-8.00%,207,-6.80%,-10.80%,50,5,-3,97.70%,-0.20%,0.60%
30022,2/1/2020,"$365,000",-7.90%,1.70%,217,-3.10%,13.00%,232,19.00%,-10.80%,228,10.10%,-13.00%,52,3,5,97.60%,0.00%,0.10%
30022,3/1/2020,"$385,000",5.50%,4.10%,217,0.00%,4.80%,296,27.60%,-18.70%,237,3.90%,-21.50%,52,0,4,97.70%,0.00%,0.00%
30022,4/1/2020,"$384,000",-0.40%,4.20%,233,7.40%,-0.40%,302,2.00%,-31.10%,239,0.80%,-27.40%,35,-17,-1,98.20%,0.50%,0.30%
30022,5/1/2020,"$393,000",2.50%,3.40%,223,-4.30%,-26.40%,331,9.60%,-33.50%,271,13.40%,-28.70%,26,-9,1,98.30%,0.10%,0.50%
30022,6/1/2020,"$400,000",1.80%,-1.60%,248,11.20%,-25.70%,346,4.50%,-29.80%,252,-7.00%,-34.40%,29,3,5,98.40%,0.10%,0.70%
30022,7/1/2020,"$400,000",0.00%,-2.60%,311,25.40%,-17.70%,374,8.10%,-20.60%,228,-9.50%,-36.50%,30,1,5,98.20%,-0.20%,0.60%
30022,8/1/2020,"$422,000",5.50%,2.60%,380,22.20%,0.50%,349,-6.70%,-10.50%,193,-15.40%,-39.90%,32,2,3,98.30%,0.10%,0.40%
30022,9/1/2020,"$440,000",4.30%,12.00%,393,3.40%,8.30%,344,-1.40%,2.70%,175,-9.30%,-43.70%,31,-1,-2,98.30%,0.00%,0.40%
30022,10/1/2020,"$440,000",0.00%,19.60%,377,-4.10%,22.00%,352,2.30%,18.50%,181,3.40%,-41.40%,35,4,-1,98.60%,0.30%,0.70%
30022,11/1/2020,"$444,000",0.90%,16.90%,344,-8.80%,33.90%,302,-14.20%,14.00%,123,-32.00%,-55.80%,28,-7,-13,98.70%,0.10%,1.10%
30022,12/1/2020,"$415,000",-6.50%,9.20%,328,-4.70%,36.10%,238,-21.20%,8.70%,94,-23.60%,-57.70%,25,-3,-20,99.10%,0.30%,1.20%
30022,1/1/2021,"$422,000",1.60%,6.30%,274,-16.50%,22.30%,191,-19.70%,-2.10%,89,-5.30%,-57.00%,22,-3,-28,99.00%,0.00%,1.40%
30022,2/1/2021,"$445,000",5.60%,21.90%,247,-9.90%,13.80%,209,9.40%,-9.90%,80,-10.10%,-64.90%,24,2,-28,99.20%,0.20%,1.60%
30022,3/1/2021,"$484,000",8.80%,25.70%,247,0.00%,13.80%,270,29.20%,-8.80%,83,3.80%,-65.00%,17,-8,-36,99.70%,0.50%,2.00%
30022,4/1/2021,"$498,000",2.80%,29.70%,275,11.30%,18.00%,338,25.20%,11.90%,101,21.70%,-57.70%,12,-5,-23,100.70%,1.00%,2.50%
30022,5/1/2021,"$510,000",2.50%,29.80%,317,15.30%,42.20%,403,19.20%,21.80%,111,9.90%,-59.00%,11,-1,-15,101.70%,1.00%,3.30%
30022,6/1/2021,"$516,000",1.10%,28.90%,368,16.10%,48.40%,428,6.20%,23.70%,109,-1.80%,-56.70%,11,-1,-19,102.60%,0.90%,4.20%
30022,7/1/2021,"$515,000",-0.10%,28.80%,388,5.40%,24.80%,412,-3.70%,10.20%,110,0.90%,-51.80%,11,1,-19,103.00%,0.40%,4.90%
30022,8/1/2021,"$495,000",-3.90%,17.30%,409,5.40%,7.60%,381,-7.50%,9.20%,112,1.80%,-42.00%,12,1,-20,103.00%,0.00%,4.80%
30022,9/1/2021,"$485,000",-2.00%,10.20%,352,-13.90%,-10.40%,338,-11.30%,-1.70%,106,-5.40%,-39.40%,13,1,-18,102.70%,-0.30%,4.40%
30022,10/1/2021,"$485,000",0.00%,10.20%,330,-6.30%,-12.50%,299,-11.50%,-15.10%,94,-11.30%,-48.10%,14,1,-21,102.10%,-0.60%,3.50%
30022,11/1/2021,"$500,000",3.10%,12.60%,285,-13.60%,-17.20%,236,-21.10%,-21.90%,71,-24.50%,-42.30%,16,2,-12,101.80%,-0.40%,3.00%
30022,12/1/2021,"$509,000",1.90%,22.70%,259,-9.10%,-21.00%,191,-19.10%,-19.70%,55,-22.50%,-41.50%,17,1,-8,101.40%,-0.40%,2.30%
30022,1/1/2022,"$483,000",-5.20%,14.60%,219,-15.40%,-20.10%,161,-15.70%,-15.70%,42,-23.60%,-52.80%,17,0,-5,101.60%,0.20%,2.60%
30022,2/1/2022,"$475,000",-1.70%,6.70%,199,-9.10%,-19.40%,181,12.40%,-13.40%,47,11.90%,-41.30%,15,-2,-9,102.40%,0.80%,3.10%
30022,3/1/2022,"$500,000",5.30%,3.30%,199,0.00%,-19.40%,239,32.00%,-11.50%,57,21.30%,-31.30%,12,-3,-5,104.30%,1.90%,4.60%
30022,4/1/2022,"$553,000",10.50%,11.10%,234,17.60%,-14.90%,290,21.30%,-14.20%,84,47.40%,-16.80%,10,-2,-2,105.80%,1.50%,5.10%
30022,5/1/2022,"$630,000",14.00%,23.50%,275,17.50%,-13.20%,333,14.80%,-17.40%,94,11.90%,-15.30%,9,-1,-2,107.60%,1.70%,5.90%
30022,6/1/2022,"$637,000",1.00%,23.50%,285,3.60%,-22.60%,348,4.50%,-18.70%,128,36.20%,17.40%,9,0,-2,107.00%,-0.50%,4.50%
30022,7/1/2022,"$657,000",3.20%,27.60%,273,-4.20%,-29.60%,327,-6.00%,-20.60%,125,-2.30%,13.60%,11,2,0,105.70%,-1.30%,2.70%
30022,8/1/2022,"$623,000",-5.30%,25.80%,254,-7.00%,-37.90%,291,-11.00%,-23.60%,116,-7.20%,3.60%,17,6,5,102.20%,-3.50%,-0.80%
30022,9/1/2022,"$600,000",-3.60%,23.70%,225,-11.40%,-36.10%,227,-22.00%,-32.80%,109,-6.00%,2.80%,22,5,9,100.50%,-1.70%,-2.20%
30024,2/1/2012,"$185,000",0.00%,-12.50%,229,4.10%,23.10%,306,13.80%,-15.20%,461,-1.10%,-29.50%,94,-12,-3,96.00%,0.10%,1.30%
30024,3/1/2012,"$190,000",2.70%,-5.00%,276,20.50%,30.80%,378,23.50%,-7.10%,458,-0.70%,-32.60%,99,5,-13,96.00%,0.00%,1.20%
30024,4/1/2012,"$200,000",5.30%,11.10%,312,13.00%,10.20%,416,10.10%,-7.10%,461,0.70%,-32.10%,83,-17,-38,95.90%,0.00%,2.50%
30024,5/1/2012,"$211,000",5.50%,10.50%,345,10.60%,8.20%,452,8.70%,-4.60%,498,8.00%,-27.00%,80,-3,-35,96.20%,0.30%,2.20%
30024,6/1/2012,"$216,000",2.40%,11.90%,327,-5.20%,-5.80%,456,0.90%,0.00%,494,-0.80%,-25.30%,60,-20,-44,96.50%,0.20%,2.00%
30024,7/1/2012,"$222,000",2.80%,-1.80%,351,7.30%,1.70%,458,0.40%,4.60%,482,-2.40%,-25.00%,60,0,-30,97.00%,0.50%,1.10%
30024,8/1/2012,"$232,000",4.50%,5.50%,362,3.10%,7.10%,385,-15.90%,-7.50%,429,-11.00%,-30.40%,63,3,-28,96.30%,-0.60%,0.40%
30024,9/1/2012,"$228,000",-1.90%,3.40%,337,-6.90%,3.10%,364,-5.50%,-5.90%,439,2.30%,-25.50%,67,4,-24,96.50%,0.20%,0.80%
30024,10/1/2012,"$225,000",-1.10%,7.10%,314,-6.80%,2.60%,319,-12.40%,-11.90%,405,-7.70%,-28.90%,72,5,-25,96.30%,-0.20%,0.50%
30024,11/1/2012,"$210,000",-6.70%,5.30%,283,-9.90%,1.80%,325,1.90%,0.30%,369,-8.90%,-30.10%,63,-9,-35,96.90%,0.60%,1.00%
30024,12/1/2012,"$213,000",1.40%,12.70%,283,0.00%,6.80%,285,-12.30%,1.40%,366,-0.80%,-25.80%,59,-4,-36,97.40%,0.50%,1.30%
